Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Tortoise essential assets income term fund,TEAF,"",481043.0,5080000.0,0.000965553,0.0012,2701,-23391.0,-4.637078,reduction,No Data,Q1 2019,FINANCE,13F,09/30/2020,15.13,12.71
Proshares ultra silver etf,AGQ,"",121562.0,5077000.0,0.000964983,0.0001,2702,112294.0,1211.63142,addition,No Data,Q3 2013,FINANCE,13F,09/30/2020,40.9588,48.87
Aercap holdings n.v.,AER,"",201389.0,5073000.0,0.000964222,0.0008,2703,87879.0,77.419611,addition,0.1553055,Q1 2007,INDUSTRIALS,13F,09/30/2020,39.2753,43.53
Mirati therapeutics inc,MRTX,"",30476.0,5061000.0,0.000961942,0.0007,2704,3675.0,13.712175,addition,0.0684228,Q4 2013,HEALTH CARE,13F,09/30/2020,118.2187,234.83
Brandywine realty trust,BDN,"",488111.0,5046000.0,0.000959091,0.0012,2705,-17241.0,-3.411681,reduction,0.2861593,Q1 2001,REAL ESTATE,13F,09/30/2020,12.29,11.76
Westlake chemical corp,WLK,"",79618.0,5034000.0,0.00095681,0.0011,2706,-15002.0,-15.854999,reduction,0.0623534,Q3 2006,MATERIALS,13F,09/30/2020,78.37,81.09
Eaton vance municipal income term trust,ETX,"",239060.0,5032000.0,0.00095643,0.001,2707,25969.0,12.186812,addition,No Data,Q2 2013,FINANCE,13F,09/30/2020,19.0533,22.05
First trust nasdaq bank etf,FTXO,"",297491.0,5032000.0,0.00095643,0.0012,2708,-1880.0,-0.627983,reduction,No Data,Q1 2017,FINANCE,13F,09/30/2020,26.39,23.45
Vaneck vectors etf tr oil services e,OIH,"",51457.0,5028000.0,0.000955669,0.0019,2709,-17481.0,-25.357568,reduction,N/A,Q2 2020, ,13F,09/30/2020,,
Alliance resource partners l.p.,ARLP,"",1814649.0,5026000.0,0.000955289,0.0007,2710,865788.0,91.244977,addition,1.4266645,Q3 2005,ENERGY,13F,09/30/2020,7.7688,4.51
Vanguard s&p mid-cap 400 growth etf,IVOG,"",33676.0,5021000.0,0.000954339,0.0012,2711,-4354.0,-11.448856,reduction,No Data,Q3 2012,FINANCE,13F,09/30/2020,117.87,180.09
Rogers corp.,ROG,"",51182.0,5019000.0,0.000953959,0.0014,2712,-444.0,-0.860032,reduction,0.2740695,Q1 2001,INFORMATION TECHNOLOGY,13F,09/30/2020,156.11,151.26
Fibrogen inc,FGEN,"",121883.0,5012000.0,0.000952628,0.0014,2713,-38339.0,-23.928674,reduction,0.1348933,Q4 2014,HEALTH CARE,13F,09/30/2020,42.29,40.41
Verra mobility corp,VRRM,"",518768.0,5012000.0,0.000952628,0.0014,2714,-107920.0,-17.22069,reduction,0.3207486,Q1 2019,FINANCE,13F,09/30/2020,11.99,13.53
Bain capital specialty finance inc,BCSF,"",488453.0,4983000.0,0.000947116,0.0009,2715,106458.0,27.868951,addition,0.7565611,Q4 2018,FINANCE,13F,09/30/2020,13.9851,12.44
Office properties income trust,OPI,"",240421.0,4982000.0,0.000946926,0.001,2716,73796.0,44.288672,addition,0.4985173,Q3 2009,REAL ESTATE,13F,09/30/2020,81.4593,22.88
Hollysys automation technologies ltd,HOLI,"",450048.0,4973000.0,0.000945215,0.0004,2717,301568.0,203.103448,addition,0.7434251,Q3 2009,INFORMATION TECHNOLOGY,13F,09/30/2020,12.3334,14.51
Fidelity total bond etf,FBND,"",91005.0,4973000.0,0.000945215,0.0005,2718,45818.0,101.396419,addition,No Data,Q2 2016,FINANCE,13F,09/30/2020,52.8724,54.24
First trust dj select microcap etf,FDM,"",132612.0,4971000.0,0.000944835,0.0011,2719,127.0,0.09586,addition,No Data,Q2 2013,FINANCE,13F,09/30/2020,46.1817,48.35
Arvinas holding company llc,ARVN,"",210588.0,4971000.0,0.000944835,0.0003,2720,168697.0,402.704638,addition,0.5367004,Q4 2018,HEALTH CARE,13F,09/30/2020,24.3918,82.22
Franklin universal trust,FT,"",728114.0,4966000.0,0.000943885,0.001,2721,16109.0,2.262484,addition,No Data,Q3 2007,FINANCE,13F,09/30/2020,6.82,7.35
Crown holdings inc. (crown cork & seal),CCK,"",64503.0,4957000.0,0.000942174,0.0032,2722,-159428.0,-71.195145,reduction,0.0478631,Q1 2003,MATERIALS,13F,09/30/2020,64.92,98.6
Bwx technologies inc,BWXT,"",88001.0,4955000.0,0.000941794,0.0012,2723,-5820.0,-6.203302,reduction,0.0923513,Q3 2010,INDUSTRIALS,13F,09/30/2020,35.37,60.14
Venator materials plc,VNTR,"",2567137.0,4955000.0,0.000941794,0.0017,2724,-1689537.0,-39.691482,reduction,2.4051300,Q4 2017,MATERIALS,13F,09/30/2020,4.98,3.11
American eagle outfitters inc,AEO,"",333823.0,4944000.0,0.000939703,0.0015,2725,-290380.0,-46.520122,reduction,0.2009602,Q1 2001,CONSUMER DISCRETIONARY,13F,09/30/2020,13.0,19.83
Allison transmission holdings inc,ALSN,"",140640.0,4942000.0,0.000939323,0.0011,2726,4851.0,3.572454,addition,0.1242383,Q1 2012,CONSUMER DISCRETIONARY,13F,09/30/2020,42.2944,43.26
Site centers corp. (developers diversified realty - ddr corp.),SITC,"",686004.0,4940000.0,0.000938943,0.001,2727,150501.0,28.104604,addition,0.3550908,Q1 2001,REAL ESTATE,13F,09/30/2020,22.5468,10.23
Diver healthcare tr common shares of ben,DHC,"",1403335.0,4939000.0,0.000938753,0.001,2728,427970.0,43.877933,addition,0.5897588,Q1 2002,REAL ESTATE,13F,09/30/2020,14.2652,4.16
Cal-maine foods inc,CALM,"",128557.0,4933000.0,0.000937613,0.0012,2729,6299.0,5.152219,addition,0.2635888,Q4 2006,CONSUMER STAPLES,13F,09/30/2020,41.9363,37.36
Invesco currencyshares japanese yen tr,FXY,"",54929.0,4923000.0,0.000935712,0.0017,2730,-34659.0,-38.687101,reduction,No Data,Q1 2007,FINANCE,13F,09/30/2020,86.76,91.09
Tapestry inc,TPR,"",314458.0,4915000.0,0.000934191,0.0006,2731,103656.0,49.172209,addition,0.1133699,Q1 2001,CONSUMER DISCRETIONARY,13F,09/30/2020,25.6453,30.85
E*trade financial corp.,ETFC,"",98107.0,4912000.0,0.000933621,0.0042,2732,-278942.0,-73.980305,reduction,0.0443730,Q1 2001,FINANCE,13F,09/30/2020,46.88,
Macerich company (the),MAC,"",722310.0,4905000.0,0.000932291,0.0023,2733,-455056.0,-38.650343,reduction,0.4832679,Q1 2001,REAL ESTATE,13F,09/30/2020,55.05,10.9
Clough global opportunities fund,GLO,"",524798.0,4902000.0,0.000931721,0.0011,2734,-54064.0,-9.339704,reduction,No Data,Q4 2006,FINANCE,13F,09/30/2020,11.37,11.2
Deutsche x-trackers msci emerging markets hedged equity etf,DBEM,"",201823.0,4901000.0,0.00093153,0.001,2735,4529.0,2.295559,addition,No Data,Q1 2013,FINANCE,13F,09/30/2020,21.2791,26.82
Synnex corp,SNX,"",85728.04,4893000.0,0.00093001,0.0008,2736,8098.2,10.431813,addition,0.0678400,Q4 2004,INFORMATION TECHNOLOGY,13F,09/30/2020,82.2081,82.69
Floor & decor holdings inc,FND,"",65319.0,4886000.0,0.000928679,0.0007,2737,9272.0,16.543258,addition,0.0629685,Q2 2017,CONSUMER DISCRETIONARY,13F,09/30/2020,48.4064,99.86
Ishares government/credit bond etf,GBF,"",38975.0,4881000.0,0.000927729,0.0011,2738,931.0,2.447166,addition,No Data,Q1 2008,FINANCE,13F,09/30/2020,119.8323,125.43
Korn ferry,KFY,"",168287.0,4880000.0,0.000927539,0.0016,2739,-64122.0,-27.590154,reduction,0.3071988,Q1 2001,INDUSTRIALS,13F,09/30/2020,41.85,44.85
Blackrock munienhanced fund inc,MEN,"",430137.0,4861000.0,0.000923928,0.0011,2740,-25929.0,-5.685361,reduction,No Data,Q3 2004,FINANCE,13F,09/30/2020,10.84,11.74
Pbf logistics lp,PBFX,"",596052.0,4858000.0,0.000923357,0.0006,2741,307563.0,106.611691,addition,0.9559624,Q2 2014,INDUSTRIALS,13F,09/30/2020,10.1102,9.11
Osisko gold royalties ltd,OR,"",410287.0,4855000.0,0.000922787,0.0012,2742,-144180.0,-26.003351,reduction,0.2461613,Q3 2016,MATERIALS,13F,09/30/2020,10.65,12.36
Global net lease inc,GNL,"",305050.0,4850000.0,0.000921837,0.0011,2743,6849.0,2.296773,addition,0.3409044,Q2 2015,REAL ESTATE,13F,09/30/2020,22.5669,16.98
Wisdomtree international midcap dividend fund-n/a,DIM,"",86668.0,4848000.0,0.000921457,0.0013,2744,-20575.0,-19.185401,reduction,No Data,Q3 2006,FINANCE,13F,09/30/2020,63.94,63.08
Two harbors investments corp,TWO,"",952028.0,4846000.0,0.000921077,0.0014,2745,-333078.0,-25.918329,reduction,0.3478277,Q2 2010,REAL ESTATE,13F,09/30/2020,13.91,6.54
Funko inc,FNKO,"",836514.0,4843000.0,0.000920506,0.0018,2746,-561654.0,-40.170709,reduction,1.6891208,Q4 2017,CONSUMER DISCRETIONARY,13F,09/30/2020,5.7,10.66
Aar corp,AIR,"",257519.0,4841000.0,0.000920126,0.0011,2747,15970.0,6.611495,addition,0.7294986,Q1 2004,INDUSTRIALS,13F,09/30/2020,28.7333,35.49
Knowles corp.,KN,"",324397.0,4833000.0,0.000918606,0.001,2748,32966.0,11.311768,addition,0.3539863,Q1 2014,INFORMATION TECHNOLOGY,13F,09/30/2020,17.5861,17.97
Highland global allocation fund,HGLB,"",777975.0,4823000.0,0.000916705,0.0011,2749,8869.0,1.153157,addition,3.4573696,Q1 2019,FINANCE,13F,09/30/2020,12.0525,6.55
Essential properties realty trust inc,EPRT,"",263107.0,4820000.0,0.000916135,0.0011,2750,-83844.0,-24.165949,reduction,0.2515169,Q2 2018,REAL ESTATE,13F,09/30/2020,24.01,21.33
Lazard global total return and income fund,LGI,"",310053.0,4812000.0,0.000914614,0.001,2751,4808.0,1.575128,addition,No Data,Q2 2006,FINANCE,13F,09/30/2020,15.5397,18.0
Bright horizons family solutions  inc.,BFAM,"",31637.0,4810000.0,0.000914234,0.0008,2752,2575.0,8.860367,addition,0.0523713,Q1 2013,CONSUMER DISCRETIONARY,13F,09/30/2020,110.6016,165.34
Proshares ultra vix short term futures e,UVXY,"",241481.0,4810000.0,0.000914234,0.0003,2753,205775.0,576.303702,addition,No Data,Q3 2012,FINANCE,13F,09/30/2020,22.6717,
Philippine long distance telephone co adr,PHI,"",177418.0,4799000.0,0.000912143,0.0008,2754,23340.0,15.148172,addition,0.0821380,Q4 2003,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,24.7226,27.96
Apogee enterprises  inc.,APOG,"",224375.0,4795000.0,0.000911383,0.0025,2755,-261362.0,-53.807307,reduction,0.8513025,Q1 2001,INDUSTRIALS,13F,09/30/2020,25.55,32.65
Colony capital inc,CLNY,"",1754449.0,4791000.0,0.000910623,0.0016,2756,-1200742.0,-40.631621,reduction,0.3638587,Q3 2014,REAL ESTATE,13F,09/30/2020,4.02,4.98
Tortoise energy infrastr closed fund,TYG,"",323609.0,4786000.0,0.000909672,0.0013,2757,-44697.0,-12.135833,reduction,No Data,Q3 2006,ENERGY,13F,09/30/2020,502.8,20.64
White mountains insurance group inc,WTM,"",6139.0,4782000.0,0.000908912,0.0006,2758,3256.0,112.937912,addition,0.1979198,Q1 2001,FINANCE,13F,09/30/2020,846.4516,985.81
La-z-boy inc,LZB,"",151191.0,4782000.0,0.000908912,0.0018,2759,-154794.0,-50.588754,reduction,0.3287081,Q1 2001,CONSUMER DISCRETIONARY,13F,09/30/2020,28.13,41.19
Petiq inc,PETQ,"",145240.0,4782000.0,0.000908912,0.001,2760,16433.0,12.757847,addition,0.5083324,Q3 2017,HEALTH CARE,13F,09/30/2020,33.6206,35.54
Wells fargo income opportunities fund,EAD,"",653780.0,4772000.0,0.000907012,0.0012,2761,-134383.0,-17.050153,reduction,No Data,Q1 2004,FINANCE,13F,09/30/2020,8.58,8.14
Avient corp. (polyone corp.),AVNT,"",180391.0,4772000.0,0.000907012,0.0004,2762,115444.0,177.751089,addition,0.1972851,Q1 2001,MATERIALS,13F,09/30/2020,25.9632,40.23
Fs kkr cap corp,FSK,"",300634.0,4768000.0,0.000906251,0.0011,2763,-47365.0,-13.610671,reduction,0.2429249,Q2 2014,FINANCE,13F,09/30/2020,72.4,16.67
Nevro corp note 2.750% 4/0,DEBT-NEVR,PRN,3069000.0,4765000.0,0.000905681,0.0017,2764,-2487000.0,-44.762419,reduction,N/A,Q2 2020, ,13F,09/30/2020,,
Invesco dwa emerging markets momentum et,PIE,"",247102.0,4764000.0,0.000905491,0.0007,2765,59658.0,31.827106,addition,No Data,Q1 2008,FINANCE,13F,09/30/2020,18.9917,22.4
Aberdeen gbl prem properties fd,AWP,"",1032062.0,4758000.0,0.000904351,0.0019,2766,-787094.0,-43.266988,reduction,No Data,Q4 2007,FINANCE,13F,09/30/2020,6.49,5.17
Eaton vance short duration diversified income fund,EVG,"",415442.0,4757000.0,0.00090416,0.001,2767,23151.0,5.901486,addition,No Data,Q3 2006,FINANCE,13F,09/30/2020,13.5652,12.4
Vaneck vectors investment grade floating rate etf,FLTR,"",188221.0,4745000.0,0.00090188,0.0012,2768,-33481.0,-15.101803,reduction,No Data,Q1 2013,FINANCE,13F,09/30/2020,25.15,25.3
Ishares msci russia capped etf new,ERUS,"",145954.0,4738000.0,0.000900549,0.0028,2769,-234819.0,-61.669026,reduction,No Data,Q1 2011,FINANCE,13F,09/30/2020,38.31,37.23
Endava plc,DAVA,"",74921.0,4732000.0,0.000899409,0.0002,2770,52469.0,233.694103,addition,0.1363351,Q3 2018,INFORMATION TECHNOLOGY,13F,09/30/2020,56.668,77.31
First trust s&p reit index fund,FRI,"",224219.0,4731000.0,0.000899219,0.0015,2771,-99014.0,-30.632392,reduction,No Data,Q3 2009,FINANCE,13F,09/30/2020,23.43,22.88
Ishares msci turky invstbl mkt idx fnd,TUR,"",239386.0,4730000.0,0.000899029,0.0016,2772,-73615.0,-23.519094,reduction,No Data,Q2 2008,FINANCE,13F,09/30/2020,25.45,25.36
Southwestern energy co.,SWN,"",2011170.0,4726000.0,0.000898268,0.0026,2773,-2494253.0,-55.361128,reduction,0.3321551,Q1 2001,ENERGY,13F,09/30/2020,2.75,3.39
Crestwood equity partners lp,CEQP,"",379257.0,4725000.0,0.000898078,0.001,2774,32755.0,9.453048,addition,0.5183835,Q4 2013,ENERGY,13F,09/30/2020,225.9762,20.09
Pfenex inc,PFNX,"",370631.0,4725000.0,0.000898078,0.0001,2775,330672.0,827.528216,addition,N/A,Q3 2014,HEALTH CARE,13F,09/30/2020,12.3392,
Ishares core aggressive allocation etf,AOA,"",81387.0,4720000.0,0.000897128,0.0009,2776,7384.0,9.977974,addition,No Data,Q2 2013,FINANCE,13F,09/30/2020,51.7169,63.58
Harsco corp.,HSC,"",339106.0,4717000.0,0.000896558,0.0011,2777,-16352.0,-4.600262,reduction,0.4297726,Q1 2001,INDUSTRIALS,13F,09/30/2020,18.08,17.44
Fulgent genetics inc,FLGT,"",117353.0,4699000.0,0.000893136,0.0005,2778,-36258.0,-23.603778,reduction,0.5237982,Q3 2016,HEALTH CARE,13F,09/30/2020,14.33,45.77
Chesapeake utilities corp,CPK,"",55652.0,4692000.0,0.000891806,0.0004,2779,34156.0,158.894678,addition,0.3374163,Q3 2009,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,84.2073,107.06
Progress software corp.,PRGS,"",127688.0,4683000.0,0.000890095,0.0012,2780,-8656.0,-6.348648,reduction,0.2835252,Q1 2001,INFORMATION TECHNOLOGY,13F,09/30/2020,38.03,44.2
Equinox gold corp,EQX,"",399770.0,4681000.0,0.000889715,0.0027,2781,-703586.0,-63.767814,reduction,0.1658566,Q3 2019,MATERIALS,13F,09/30/2020,10.73,10.39
Amc networks inc,AMCX,"",189332.0,4678000.0,0.000889145,0.0004,2782,108547.0,134.365291,addition,0.3638080,Q3 2011,COMMUNICATIONS,13F,09/30/2020,38.6412,32.93
Bok financial corp,BOKF,"",90789.0,4677000.0,0.000888955,0.0004,2783,60149.0,196.308747,addition,0.1291328,Q1 2007,FINANCE,13F,09/30/2020,55.2223,68.69
First trust new opportunities mlp & energy fund,FPL,"",1299172.0,4677000.0,0.000888955,0.0011,2784,186026.0,16.711734,addition,No Data,Q2 2014,FINANCE,13F,09/30/2020,13.2477,4.31
Invesco cleantech etf,PZD,"",79732.0,4674000.0,0.000888385,0.0009,2785,56.0,0.070285,addition,No Data,Q3 2007,FINANCE,13F,09/30/2020,40.2329,74.7
Spirit airlines inc,SAVE,"",289599.0,4663000.0,0.000886294,0.0025,2786,-353997.0,-55.002983,reduction,0.2965030,Q3 2011,TRANSPORTS,13F,09/30/2020,24.82,24.42
Csg systems international inc.,CSGS,"",113222.0,4636000.0,0.000881162,0.0008,2787,20827.0,22.541263,addition,0.3422267,Q1 2001,COMMUNICATIONS,13F,09/30/2020,48.5964,45.18
Celsius holdings  inc.,CELH,"",203341.0,4618000.0,0.000877741,0.0011,2788,-207194.0,-50.469266,reduction,0.2839808,Q1 2018,ENERGY,13F,09/30/2020,11.65,44.15
Matson inc,MATX,"",115148.0,4616000.0,0.000877361,0.0008,2789,-9706.0,-7.77388,reduction,0.2673158,Q3 2012,REAL ESTATE,13F,09/30/2020,37.06,57.26
Spdr s&p emerging asia pacific etf,GMF,"",41426.0,4614000.0,0.000876981,0.0008,2790,3648.0,9.656414,addition,No Data,Q2 2007,FINANCE,13F,09/30/2020,93.7531,123.58
Artesian resources corp  class a,ARTNA,"",133715.0,4609000.0,0.00087603,0.001,2791,3788.0,2.915483,addition,1.4322280,Q4 2007,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,29.3201,37.05
Ishares msci austria capped etf,EWO,"",314980.0,4608000.0,0.00087584,0.0011,2792,-16301.0,-4.920596,reduction,No Data,Q1 2001,FINANCE,13F,09/30/2020,18.44,19.52
Hudson ltd,HUD,"",605667.0,4604000.0,0.00087508,0.0001,2793,544858.0,896.015392,addition,0.6552142,Q1 2018,TRANSPORTS,13F,09/30/2020,8.0699,
Dine brands global inc,DIN,"",84268.0,4601000.0,0.00087451,0.0013,2794,-51500.0,-37.932355,reduction,0.5132325,Q3 2003,CONSUMER DISCRETIONARY,13F,09/30/2020,71.11,61.5
Spdr s&p global dividend etf,WDIV,"",86521.0,4599000.0,0.000874129,0.0011,2795,-3687.0,-4.087221,reduction,No Data,Q4 2013,FINANCE,13F,09/30/2020,62.78,60.5
Tcf financial corp (delisted merged with chemical financial),TCF,"",196272.0,4583000.0,0.000871088,0.0014,2796,-20338.0,-9.389225,reduction,N/A,Q1 2001,FINANCE,13F,09/30/2020,20.37,
Wisdomtree emerging markets local debt fund,ELD,"",144284.0,4579000.0,0.000870328,0.001,2797,704.0,0.490319,addition,No Data,Q3 2010,FINANCE,13F,09/30/2020,41.0046,34.71
American axle & manufacturing holdings inc,AXL,"",792111.0,4571000.0,0.000868808,0.0019,2798,-360215.0,-31.259817,reduction,0.6992938,Q1 2001,CONSUMER DISCRETIONARY,13F,09/30/2020,11.95,8.23
Vaneck vectors china growth leaders etf,GLCN,"",96078.0,4564000.0,0.000867477,0.0007,2799,12113.0,14.426249,addition,No Data,Q4 2014,FINANCE,13F,09/30/2020,33.8755,44.94
Coherus biosciences inc,CHRS,"",248414.0,4557000.0,0.000866147,0.0009,2800,20801.0,9.138757,addition,0.3475759,Q4 2014,HEALTH CARE,13F,09/30/2020,17.9643,17.35
National presto industries inc.,NPK,"",55658.0,4556000.0,0.000865956,0.0009,2801,9707.0,21.124676,addition,0.7926923,Q4 2005,CONSUMER DISCRETIONARY,13F,09/30/2020,87.2594,87.82
Nam tai property inc,NTP,"",486447.0,4554000.0,0.000865576,0.0008,2802,-94190.0,-16.221839,reduction,1.2493823,Q2 2014,INFORMATION TECHNOLOGY,13F,09/30/2020,7.76,5.0
Gildan activewear inc,GIL,"",231425.0,4553000.0,0.000865386,0.0022,2803,-409019.0,-63.864912,reduction,0.1167063,Q2 2005,CONSUMER DISCRETIONARY,13F,09/30/2020,18.71,28.22
Cna financial corp.,CNA,"",151239.0,4536000.0,0.000862155,0.0012,2804,-24153.0,-13.770868,reduction,0.0557293,Q4 2006,FINANCE,13F,09/30/2020,42.43,38.64
Tripadvisor inc,TRIP,"",231269.0,4530000.0,0.000861015,0.0016,2805,-158440.0,-40.655977,reduction,0.1720232,Q4 2011,CONSUMER DISCRETIONARY,13F,09/30/2020,28.26,26.0
Pimco high income fund,PHK,"",827362.0,4526000.0,0.000860254,0.0011,2806,-137130.0,-14.217847,reduction,No Data,Q3 2004,FINANCE,13F,09/30/2020,7.63,6.04
Invesco s and p 500 garp etf,SPGP,"",75811.0,4515000.0,0.000858164,0.001,2807,-8243.0,-9.806791,reduction,No Data,Q3 2014,FINANCE,13F,09/30/2020,50.0,71.35
Allianzgi convertible & income fund ii  5.50% series a cumulative preferred,NCZ+A,"",1097972.0,4512000.0,0.000857593,0.0008,2808,164088.0,17.570491,addition,N/A,Q1 2013,FINANCE,13F,09/30/2020,15.4807,26.17
Hub group  inc. class a,HUBG,"",89849.0,4510000.0,0.000857213,0.001,2809,-6823.0,-7.057886,reduction,0.2628808,Q4 2004,TRANSPORTS,13F,09/30/2020,40.34,56.62
Spdr s&p 400 mid cap value etf,MDYV,"",103926.0,4509000.0,0.000857023,0.001,2810,-2383.0,-2.241579,reduction,No Data,Q3 2009,FINANCE,13F,09/30/2020,43.84,55.5
United natural foods inc,UNFI,"",302560.0,4499000.0,0.000855123,0.0013,2811,-16261.0,-5.100354,reduction,0.5532172,Q1 2003,CONSUMER STAPLES,13F,09/30/2020,11.07,16.34
Pdc energy corp.,PDCE,"",362938.0,4499000.0,0.000855123,0.0015,2812,-169857.0,-31.880367,reduction,0.3643954,Q1 2004,ENERGY,13F,09/30/2020,22.44,19.99
Nbt bancorp  inc.,NBTB,"",167668.0,4498000.0,0.000854932,0.0011,2813,8943.0,5.634273,addition,0.3844597,Q3 2006,FINANCE,13F,09/30/2020,37.1576,31.87
Euronet worldwide inc note 0.750% 3/1,PRN-EURO,PRN,4694000.0,4496000.0,0.000854552,0.0009,2814,515000.0,12.323522,addition,N/A,Q2 2020, ,13F,09/30/2020,,
Eaton vance municipal bond fund,EIM,"",340749.0,4487000.0,0.000852842,0.0012,2815,-85254.0,-20.012535,reduction,No Data,Q2 2005,FINANCE,13F,09/30/2020,12.7,13.31
Avaya holdings corp,AVYA,"",294908.0,4484000.0,0.000852272,0.0011,2816,-94647.0,-24.296184,reduction,0.3554051,Q1 2018,INFORMATION TECHNOLOGY,13F,09/30/2020,10.79,19.32
Omeros corp,OMER,"",442717.0,4473000.0,0.000850181,0.0004,2817,306684.0,225.448237,addition,0.7208219,Q1 2011,HEALTH CARE,13F,09/30/2020,11.7785,14.9
Wisdomtree japan smallcap dividend fund-n/a,DFJ,"",63859.0,4470000.0,0.00084961,0.0009,2818,-95.0,-0.148544,reduction,No Data,Q2 2007,FINANCE,13F,09/30/2020,73.14,71.28
Magellan health inc,MGLN,"",58908.0,4465000.0,0.00084866,0.001,2819,-2717.0,-4.408925,reduction,0.2327421,Q1 2005,HEALTH CARE,13F,09/30/2020,73.27,81.65
Carparts.com inc,PRTS,"",412910.0,4464000.0,0.00084847,0.0,2820,393625.0,2041.094115,addition,0.8725804,Q4 2012,CONSUMER DISCRETIONARY,13F,09/30/2020,10.6419,13.17
Ishares msci belgium capped etf,EWK,"",261716.0,4462000.0,0.00084809,0.0011,2821,-27936.0,-9.644677,reduction,No Data,Q2 2006,FINANCE,13F,09/30/2020,15.66,19.71
Nextgen healthcare inc,NXGN,"",349395.0,4452000.0,0.000846189,0.0004,2822,175916.0,101.404781,addition,0.5240713,Q1 2004,INFORMATION TECHNOLOGY,13F,09/30/2020,14.5026,18.26
Momo inc adr,MOMO,PRN,5683000.0,4447000.0,0.000845239,0.0013,2823,-2000000.0,-26.031498,reduction,N/A,Q3 2019,INFORMATION TECHNOLOGY,13F,09/30/2020,,13.22
Relay therapeutics  inc.,RLAY,"",104325.0,4443000.0,0.000844479,,2824,104325.0,,new,0.1159490,Q3 2020,HEALTH CARE,13F,09/30/2020,42.59,46.87
Banner corp,BANR,"",137693.0,4442000.0,0.000844289,0.0012,2825,-1235.0,-0.88895,reduction,0.3916343,Q1 2006,FINANCE,13F,09/30/2020,55.52,45.63
Steven madden ltd,SHOO,"",227677.0,4440000.0,0.000843908,0.0013,2826,-15975.0,-6.556482,reduction,0.2738102,Q2 2005,CONSUMER DISCRETIONARY,13F,09/30/2020,35.77,34.64
Amedisys inc,AMED,"",18780.0,4440000.0,0.000843908,0.0005,2827,6325.0,50.782818,addition,0.0578440,Q1 2004,HEALTH CARE,13F,09/30/2020,180.4753,292.35
Iq s&p high yield low volatility bond etf,HYLV,"",179194.0,4440000.0,0.000843908,0.001,2828,-10143.0,-5.357115,reduction,No Data,Q2 2017,FINANCE,13F,09/30/2020,25.2,25.38
Sensient technologies  inc.,SXT,"",76701.0,4430000.0,0.000842008,0.0014,2829,-43068.0,-35.959222,reduction,0.1810816,Q1 2001,MATERIALS,13F,09/30/2020,59.97,74.24
Cabot corp.,CBT,"",122866.0,4428000.0,0.000841628,0.0002,2830,99345.0,422.367246,addition,0.2176101,Q1 2001,MATERIALS,13F,09/30/2020,35.4595,44.32
Etfmg prime cyber security etf-etfmg prime cyber security etf,HACK,"",95024.0,4422000.0,0.000840487,0.001,2831,-7524.0,-7.337052,reduction,No Data,Q1 2015,FINANCE,13F,09/30/2020,29.92,58.37
Ligand pharmaceuticals  inc.,LGND,PRN,4909000.0,4416000.0,0.000839347,0.0017,2832,-3576000.0,-42.144962,reduction,N/A,Q2 2019,HEALTH CARE,13F,09/30/2020,,106.05
Titan machinery inc,TITN,"",333231.0,4409000.0,0.000838016,0.0008,2833,-18671.0,-5.305739,reduction,1.4788314,Q1 2008,INDUSTRIALS,13F,09/30/2020,13.66,18.95
Pimco 15+ year u.s. tips index etf,LTPZ,"",50377.0,4408000.0,0.000837826,0.0006,2834,16095.0,46.948836,addition,No Data,Q4 2013,FINANCE,13F,09/30/2020,78.9084,88.06
Office depot inc,ODP,"",225932.0,4394000.0,0.000835165,0.0065,2835,-1024068.9,-81.925453,reduction,0.4289988,Q1 2001,CONSUMER DISCRETIONARY,13F,09/30/2020,249.2,28.63
Cabot microelectronics corp,CCMP,"",30778.0,4394000.0,0.000835165,0.0007,2836,7291.0,31.042704,addition,0.1059292,Q1 2001,INFORMATION TECHNOLOGY,13F,09/30/2020,115.6433,143.83
First trust ftse epra/nareit developed markets real estate index fund-first trust ftse epra/nareit developed markets real estate index fund,FFR,"",113388.0,4392000.0,0.000834785,0.0012,2837,-33847.0,-22.98842,reduction,No Data,Q3 2009,REAL ESTATE,13F,09/30/2020,43.94,43.29
Virtu financial inc,VIRT,"",190758.0,4390000.0,0.000834405,0.0007,2838,59969.0,45.851715,addition,0.0987461,Q2 2015,FINANCE,13F,09/30/2020,23.2088,25.05
Kimco realty corp.,KIM,"",389745.0,4389000.0,0.000834215,0.0039,2839,-966359.0,-71.259948,reduction,0.0901137,Q1 2001,REAL ESTATE,13F,09/30/2020,15.31,14.52
Nuveen dynamic municipal opportunities fund,NDMO,"",291968.0,4380000.0,0.000832504,,2840,291968.0,,new,N/A,Q3 2020,FINANCE,13F,09/30/2020,15.0,15.7
Ishares msci philippines etf,EPHE,"",164726.0,4379000.0,0.000832314,0.0008,2841,38506.0,30.507051,addition,No Data,Q3 2011,FINANCE,13F,09/30/2020,31.913,32.77
