Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Macerich company (the),MAC,CALL,335200.0,2313000.0,0.000387093,,3117,335200.0,,new,N/A,Q3 2020,REAL ESTATE,13F,09/30/2020,,13.58
Spdr s&p semiconductor etf,XSD,"",18335.0,2299000.0,0.00038475,0.0004,3118,590.0,3.32488,addition,No Data,Q1 2015,INFORMATION TECHNOLOGY,13F,09/30/2020,78.9649,183.07
Marinus pharmaceuticals inc,MRNS,"",197385.0,2294000.0,0.000383913,0.0006,3119,-106276.75,-34.998399,reduction,0.5545447,Q1 2018,HEALTH CARE,13F,09/30/2020,33.52,12.6
Inovio pharmaceuticals inc,INO,PUT,202200.0,2287000.0,0.000382742,0.0025,3120,-273900.0,-57.529931,reduction,N/A,Q1 2020,HEALTH CARE,13F,09/30/2020,,9.66
American software inc. class a,AMSWA,"",159533.0,2284000.0,0.000382239,0.0005,3121,-12221.0,-7.115409,reduction,0.5185595,Q4 2016,INFORMATION TECHNOLOGY,13F,09/30/2020,14.11,19.56
Sientra inc,SIEN,"",684867.0,2281000.0,0.000381737,0.0011,3122,-828443.0,-54.743774,reduction,1.3574054,Q2 2017,HEALTH CARE,13F,09/30/2020,2.98,4.39
Market vectors tr russia etf,RSX,PUT,110000.0,2279000.0,0.000381403,0.0004,3123,0.0,0.0,,No Data,Q3 2018,FINANCE,13F,09/30/2020,,25.7
Northrop grumman corp.,NOC,CALL,7000.0,2277000.0,0.000381068,0.0004,3124,0.0,0.0,,N/A,Q4 2019,INDUSTRIALS,13F,09/30/2020,,300.75
Alteryx inc,AYX,CALL,20000.0,2276000.0,0.000380901,0.0006,3125,0.0,0.0,,N/A,Q4 2019,INFORMATION TECHNOLOGY,13F,09/30/2020,,120.65
Six flags entertainment corp.,SIX,"",110779.0,2273000.0,0.000380399,0.0004,3126,-5691.0,-4.886237,reduction,0.1303634,Q2 2011,COMMUNICATIONS,13F,09/30/2020,50.96,36.51
Aduro biotech inc,KDNY,"",196404.4,2269000.0,0.000379729,0.0005,3127,-12867.8,-6.148834,reduction,2.3293608,Q2 2015,HEALTH CARE,13F,09/30/2020,22.56,15.2
Yum! brands  inc. (tricon global restaurants),YUM,CALL,25000.0,2268000.0,0.000379562,0.0021,3128,-100000.0,-80.0,reduction,N/A,Q3 2014,CONSUMER DISCRETIONARY,13F,09/30/2020,,106.62
Sirius xm holdings inc,SIRI,"",430636.0,2261000.0,0.00037839,0.0004,3129,100194.0,30.321206,addition,0.0101338,Q4 2007,COMMUNICATIONS,13F,09/30/2020,6.0583,5.8
Strategy shares newfound/resolve robust momentum etf,ROMO,"",100000.0,2242000.0,0.000375211,0.0004,3130,0.0,0.0,,No Data,Q1 2020,FINANCE,13F,09/30/2020,21.06,25.531
Vonage holdings corp,VG,"",217846.0,2231000.0,0.00037337,0.0008,3131,-183822.0,-45.764661,reduction,0.0877234,Q3 2010,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,7.88,13.39
Abbott laboratories,ABT,CALL,21200.0,2230000.0,0.000373202,0.0004,3132,0.0,0.0,,N/A,Q2 2017,HEALTH CARE,13F,09/30/2020,,111.3
Ishares trust s&p 1500 index fund (etf),ITOT,"",29749.0,2230000.0,0.000373202,0.0003,3133,3806.0,14.670624,addition,No Data,Q4 2014,FINANCE,13F,09/30/2020,62.8974,87.4
Datasea inc,DTSS,CALL,32600.0,2230000.0,0.000373202,0.0001,3134,22600.0,226.0,addition,N/A,Q2 2020,FINANCE,13F,09/30/2020,,3.44
Nikola corp,NKLA,"",124527.0,2227000.0,0.0003727,0.0002,3135,109145.0,709.563126,addition,0.4030000,Q2 2020,FINANCE,13F,09/30/2020,26.2918,19.74
Cargurus inc,CARG,"",102150.0,2226000.0,0.000372533,0.0001,3136,72745.0,247.3899,addition,0.1084848,Q4 2017,CONSUMER DISCRETIONARY,13F,09/30/2020,21.1925,31.9
Heritage insurance holdings inc,HRTG,"",217153.0,2218000.0,0.000371194,0.0004,3137,39109.0,21.965919,addition,0.7739192,Q2 2016,FINANCE,13F,09/30/2020,13.3422,10.36
Oportun financial corp,OPRT,"",184437.0,2211000.0,0.000370023,0.0005,3138,-12217.0,-6.212434,reduction,0.6680771,Q3 2019,FINANCE,13F,09/30/2020,13.33,17.36
Catalyst pharmaceuticals inc,CPRX,"",688008.0,2209000.0,0.000369688,0.0007,3139,-47222.0,-6.422752,reduction,0.6637914,Q1 2017,HEALTH CARE,13F,09/30/2020,2.91,3.49
Sixth street specialty lending inc,TSLX,"",129578.0,2207000.0,0.000369353,0.0004,3140,-7535.0,-5.495467,reduction,0.1916037,Q2 2015,FINANCE,13F,09/30/2020,17.2,20.99
American axle & manufacturing holdings inc,AXL,PUT,395000.0,2204000.0,0.000368851,0.0002,3141,250000.0,172.413793,addition,N/A,Q2 2018,CONSUMER DISCRETIONARY,13F,09/30/2020,,8.74
Cigna holding co,CI,PUT,13400.0,2202000.0,0.000368516,0.0005,3142,0.0,0.0,,N/A,Q3 2017,FINANCE,13F,09/30/2020,,218.9
Ishares u.s. financial services etf,IYG,"",18232.0,2201000.0,0.000368349,0.0004,3143,1854.0,11.320063,addition,No Data,Q1 2016,FINANCE,13F,09/30/2020,129.5838,155.13
Dragoneer growth opportunities corp,DGNR.U,"",180681.0,2201000.0,0.000368349,,3144,180681.0,,new,N/A,Q3 2020,FINANCE,13F,09/30/2020,12.25,15.2
Ormat technologies inc,ORA,"",37244.0,2196000.0,0.000367512,0.0003,3145,10577.0,39.663254,addition,0.0666964,Q4 2014,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,62.5325,108.03
Mitsubishi ufj finc grp inc adr,MUFG,"",534380.0,2195000.0,0.000367345,0.0004,3146,17455.0,3.376699,addition,0.0041605,Q3 2003,FINANCE,13F,09/30/2020,4.8322,4.81
Tenable holdings inc,TENB,"",57333.0,2192000.0,0.000366843,0.0014,3147,-194084.0,-77.196053,reduction,0.0556008,Q3 2018,INFORMATION TECHNOLOGY,13F,09/30/2020,28.97,53.77
W&t offshore inc,WTI,"",1196642.0,2191000.0,0.000366675,0.0006,3148,-119597.0,-9.086268,reduction,0.8440233,Q4 2016,ENERGY,13F,09/30/2020,3.42,2.4
Compania de minas buenaventura s.a. adr,BVN,"",179499.0,2178000.0,0.0003645,0.0007,3149,-234436.0,-56.635945,reduction,0.0706726,Q4 2006,MATERIALS,13F,09/30/2020,12.75,10.86
Triton international ltd,TRTN,"",54758.0,2178000.0,0.0003645,0.0007,3150,-59027.0,-51.875906,reduction,0.0798139,Q4 2017,INDUSTRIALS,13F,09/30/2020,34.27,50.39
Guidewire software  inc.,GWRE,PRN,1885000.0,2171000.0,0.000363328,0.0005,3151,-171000.0,-8.317121,reduction,N/A,Q1 2018,INFORMATION TECHNOLOGY,13F,09/30/2020,,125.0
First trust technology alphadex fund,FXL,"",23869.0,2168000.0,0.000362826,0.0004,3152,1652.0,7.435747,addition,No Data,Q4 2017,FINANCE,13F,09/30/2020,57.272,114.49
Shenandoah telecommunications co,SHEN,"",48535.0,2159000.0,0.00036132,0.0007,3153,-28179.0,-36.732539,reduction,0.0973575,Q4 2015,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,40.92,43.28
Fednat holding company,FNHC,"",321735.0,2153000.0,0.000360316,0.0008,3154,-38934.0,-10.794939,reduction,2.3454304,Q4 2016,FINANCE,13F,09/30/2020,16.48,5.86
Safehold inc.,SAFE,"",34541.0,2149000.0,0.000359647,0.0004,3155,-1296.0,-3.616374,reduction,0.0650665,Q4 2017,REAL ESTATE,13F,09/30/2020,53.5,74.92
Estee lauder companies inc.,EL,CALL,10000.0,2148000.0,0.000359479,,3156,10000.0,,new,N/A,Q3 2020,CONSUMER STAPLES,13F,09/30/2020,,249.13
Pdf solutions inc,PDFS,"",110444.0,2145000.0,0.000358977,0.0006,3157,-47759.0,-30.188429,reduction,0.3015132,Q1 2016,INFORMATION TECHNOLOGY,13F,09/30/2020,13.75,22.59
Dht holdings inc,DHT,"",417026.0,2144000.0,0.00035881,0.0001,3158,289367.0,226.671837,addition,0.2441628,Q1 2015,ENERGY,13F,09/30/2020,5.7722,5.69
Autolus therapeutics plc,AUTL,"",178634.0,2144000.0,0.00035881,0.0004,3159,37879.0,26.9113,addition,0.3418806,Q4 2019,HEALTH CARE,13F,09/30/2020,10.9387,9.02
Dime community bancshares  inc.,DCOM,"",191307.0,2141000.0,0.000358308,0.0005,3160,20903.0,12.266731,addition,0.5788786,Q3 2002,FINANCE,13F,09/30/2020,16.5475,17.39
Crh medical corp,CRHM,"",1029479.0,2141000.0,0.000358308,0.0004,3161,8626.0,0.84498,addition,1.4416518,Q2 2017,HEALTH CARE,13F,09/30/2020,3.5285,2.19
Xerox corp. (haloid co.),XRX,CALL,115700.0,2136000.0,0.000357471,0.0003,3162,0.0,0.0,,N/A,Q2 2020,INFORMATION TECHNOLOGY,13F,09/30/2020,,22.49
Spdr nuveen bloomberg barclays short ter,SHM,"",42622.0,2127000.0,0.000355965,0.0005,3163,-7054.0,-14.200016,reduction,No Data,Q3 2009,FINANCE,13F,09/30/2020,50.51,49.74
Repay holdings ord shs class a,RPAY,"",89205.0,2124000.0,0.000355463,0.0001,3164,63945.0,253.147268,addition,N/A,Q3 2019, ,13F,09/30/2020,,
United parcel service  inc. class b,UPS,CALL,12600.0,2123000.0,0.000355295,,3165,12600.0,,new,N/A,Q3 2016,TRANSPORTS,13F,09/30/2020,,158.9
Viewray inc,VRAY,"",647647.0,2118000.0,0.000354459,0.0005,3166,-543802.0,-45.642071,reduction,0.4078135,Q4 2016,HEALTH CARE,13F,09/30/2020,2.31,5.18
First community bancshares  inc (wv),FCBC,"",116835.0,2116000.0,0.000354124,0.0006,3167,-17698.0,-13.155137,reduction,0.6594400,Q2 2005,FINANCE,13F,09/30/2020,22.3,22.97
Empire state realty trust inc,ESRT,"",346843.0,2112000.0,0.000353454,0.0005,3168,-41171.0,-10.6107,reduction,0.2028911,Q4 2014,REAL ESTATE,13F,09/30/2020,14.48,9.42
Eos energy enterprises inc.,BMRG,"",209716.0,2112000.0,0.000353454,,3169,209716.0,,new,0.4210019,Q3 2020,ENERGY,13F,09/30/2020,10.01,
Kingsoft cloud holdings limited adr,KC,PUT,72300.0,2108000.0,0.000352785,,3170,72300.0,,new,N/A,Q3 2020,INFORMATION TECHNOLOGY,13F,09/30/2020,,42.51
Enova international inc,ENVA,"",132276.0,2103000.0,0.000351948,0.0007,3171,-123162.0,-48.216005,reduction,0.3708730,Q4 2014,FINANCE,13F,09/30/2020,18.03,26.37
A10 networks inc,ATEN,"",320646.0,2101000.0,0.000351613,0.0005,3172,-28892.0,-8.265768,reduction,0.4180060,Q2 2014,INFORMATION TECHNOLOGY,13F,09/30/2020,6.52,9.86
Etfmg prime mobile payments etf,IPAY,"",38564.0,2100000.0,0.000351446,0.0004,3173,-531.0,-1.35823,reduction,No Data,Q4 2018,FINANCE,13F,09/30/2020,41.18,64.61
Tennant co.,TNC,"",34886.0,2096000.0,0.000350777,0.0004,3174,6409.0,22.505882,addition,0.1888467,Q3 2004,INDUSTRIALS,13F,09/30/2020,67.2331,72.87
Seritage growth properties,SRG,"",159766.0,2093000.0,0.000350275,0.0004,3175,-18605.0,-10.430507,reduction,0.4134229,Q1 2016,REAL ESTATE,13F,09/30/2020,32.36,14.93
Health catalyst inc,HCAT,"",56929.0,2093000.0,0.000350275,0.0001,3176,30463.0,115.102396,addition,0.1339554,Q3 2019,INFORMATION TECHNOLOGY,13F,09/30/2020,32.0115,48.31
Alexion pharmaceuticals inc.,ALXN,CALL,18600.0,2092000.0,0.000350107,0.003,3177,-120000.0,-86.580087,reduction,N/A,Q1 2017,HEALTH CARE,13F,09/30/2020,,156.7
Andersons  inc. (the),ANDE,"",106373.0,2089000.0,0.000349605,0.0002,3178,34570.0,48.145621,addition,0.3225526,Q3 2007,CONSUMER STAPLES,13F,09/30/2020,18.711,24.61
Vedanta  ltd adr,VEDL,"",279300.0,2089000.0,0.000349605,,3179,279300.0,,new,0.0301596,Q3 2020,MATERIALS,13F,09/30/2020,7.39,9.58
Apollo medical holdings inc,AMEH,"",120150.0,2086000.0,0.000349103,0.0001,3180,74294.0,162.015876,addition,0.3265842,Q2 2018,HEALTH CARE,13F,09/30/2020,16.108,21.67
Antares pharma inc,ATRS,"",769100.0,2084000.0,0.000348768,0.0004,3181,-65652.0,-7.864851,reduction,0.4614440,Q2 2016,HEALTH CARE,13F,09/30/2020,2.55,4.28
Waterstone financial inc,WSBF,"",135870.0,2083000.0,0.000348601,0.0004,3182,-5249.0,-3.719556,reduction,0.5399866,Q3 2015,FINANCE,13F,09/30/2020,16.15,19.22
Orasure technologies inc,OSUR,"",168604.0,2078000.0,0.000347764,0.0007,3183,-146180.0,-46.438193,reduction,0.2350447,Q4 2015,HEALTH CARE,13F,09/30/2020,9.58,12.92
Triumph group  inc.,TGI,"",313267.0,2077000.0,0.000347597,0.0007,3184,-110777.0,-26.12394,reduction,0.5699944,Q1 2001,INDUSTRIALS,13F,09/30/2020,10.27,12.68
First interstate bancsystem inc,FIBK,"",65230.0,2074000.0,0.000347095,0.0006,3185,-36947.0,-36.159801,reduction,0.1585423,Q2 2010,FINANCE,13F,09/30/2020,34.0,42.73
Diamond s shipping inc,DSSI,"",308047.0,2074000.0,0.000347095,0.0001,3186,256489.0,497.476628,addition,0.7617272,Q1 2019,TRANSPORTS,13F,09/30/2020,7.6767,7.18
Battalion oil corp.,BATL,"",253199.0,2074000.0,0.000347095,0.0005,3187,0.0,0.0,,N/A,Q1 2020,ENERGY,13F,09/30/2020,4.68,8.0
Quinstreet inc,QNST,"",131272.0,2073000.0,0.000346928,0.0002,3188,29237.0,28.653893,addition,0.2481828,Q3 2016,COMMUNICATIONS,13F,09/30/2020,11.8292,19.7
Teradyne inc,TER,PRN,807000.0,2070000.0,0.000346425,0.0005,3189,-84000.0,-9.427609,reduction,N/A,Q4 2017,INFORMATION TECHNOLOGY,13F,09/30/2020,,137.3
Continental resources inc,CLR,"",168007.0,2070000.0,0.000346425,0.0011,3190,-162504.0,-49.167501,reduction,0.0459998,Q2 2008,ENERGY,13F,09/30/2020,8.74,19.35
Vivint smart home ord shs class a,VVNT,"",118977.0,2069000.0,0.000346258,0.0002,3191,44998.0,60.825369,addition,N/A,Q2 2020, ,13F,09/30/2020,,
Belden inc,BDC,"",66358.0,2068000.0,0.000346091,0.0004,3192,8084.0,13.872396,addition,0.1487515,Q4 2005,INDUSTRIALS,13F,09/30/2020,58.8089,42.26
Astrazeneca plc,AZN,PUT,37500.0,2067000.0,0.000345923,0.0004,3193,0.0,0.0,,N/A,Q2 2019,HEALTH CARE,13F,09/30/2020,,51.34
Sjw group (san jose water co.),SJW,"",33831.0,2067000.0,0.000345923,0.0004,3194,3840.0,12.803841,addition,0.1184715,Q4 2016,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,60.7714,66.27
Alkermes plc.,ALKS,"",124858.0,2064000.0,0.000345421,,3195,124858.0,,new,0.0784531,Q1 2001,HEALTH CARE,13F,09/30/2020,16.57,22.37
Farmers national banc corp.,FMNB,"",189558.0,2060000.0,0.000344752,0.0004,3196,-1310.0,-0.686338,reduction,0.6707554,Q4 2015,FINANCE,13F,09/30/2020,11.3,13.97
Ruths hospitality group inc,RUTH,"",182965.0,2058000.0,0.000344417,0.0,3197,157814.0,627.466105,addition,0.5242588,Q3 2005,CONSUMER DISCRETIONARY,13F,09/30/2020,12.2092,18.82
First trust consumer discret. alphadex,FXD,"",48660.0,2057000.0,0.00034425,0.0002,3198,19840.0,68.841083,addition,No Data,Q3 2010,FINANCE,13F,09/30/2020,39.482,53.4
Enanta pharmaceuticals inc,ENTA,"",45858.0,2055000.0,0.000343915,0.0005,3199,-1398.0,-2.958354,reduction,0.2283885,Q1 2016,HEALTH CARE,13F,09/30/2020,64.86,46.72
Pvh corp. (phillips jones - phillips van heusen corp.),PVH,PUT,35000.0,2054000.0,0.000343748,,3200,35000.0,,new,N/A,Q1 2020,CONSUMER DISCRETIONARY,13F,09/30/2020,,100.28
Archrock inc,AROC,"",366277.0,2053000.0,0.00034358,0.0002,3201,193530.0,112.030889,addition,0.2395033,Q3 2007,ENERGY,13F,09/30/2020,7.7806,9.62
Vesper healthcare acquisition corp.,VSPRU,"",200000.0,2052000.0,0.000343413,,3202,200000.0,,new,N/A,Q3 2020,FINANCE,13F,09/30/2020,10.26,11.785
Citic capital acquisition units,CCAC/U,"",200000.0,2051000.0,0.000343246,0.0004,3203,-10.0,-0.005,reduction,N/A,Q2 2020, ,13F,09/30/2020,,
Franklin street properties corp,FSP,"",554712.0,2047000.0,0.000342576,0.0007,3204,-120877.0,-17.892091,reduction,0.5168371,Q2 2005,REAL ESTATE,13F,09/30/2020,9.02,4.61
Ciig merger corp.,CIIC,"",204350.0,2044000.0,0.000342074,,3205,204350.0,,new,0.7897585,Q3 2020,FINANCE,13F,09/30/2020,10.02,29.97
Chegg inc,CHGG,PRN,763000.0,2039000.0,0.000341237,0.003,3206,-5405000.0,-87.629702,reduction,N/A,Q2 2019,CONSUMER DISCRETIONARY,13F,09/30/2020,,97.77
Ypf s.a. adr,YPF,"",564532.0,2038000.0,0.00034107,0.0008,3207,-113573.0,-16.748586,reduction,0.1435326,Q4 2013,ENERGY,13F,09/30/2020,8.68,3.96
Bilibili inc,BILI,CALL,50000.0,2033000.0,0.000340233,0.0004,3208,0.0,0.0,,N/A,Q2 2020,COMMUNICATIONS,13F,09/30/2020,,122.63
Laredo petroleum inc,LPI,"",204001.0,2028000.0,0.000339397,0.0002,3209,116037.0,131.914192,addition,1.6994693,Q4 2011,ENERGY,13F,09/30/2020,389.6,26.61
Genpact ltd,G,"",52425.0,2027000.0,0.000339229,0.0001,3210,37150.0,243.207856,addition,0.0276872,Q3 2007,INDUSTRIALS,13F,09/30/2020,36.6103,40.98
Williams cos. (the),WMB,CALL,100000.0,2026000.0,0.000339062,0.0004,3211,0.0,0.0,,N/A,Q1 2018,ENERGY,13F,09/30/2020,,22.5
Williams cos. (the),WMB,PUT,100000.0,2026000.0,0.000339062,0.0004,3212,0.0,0.0,,N/A,Q3 2017,ENERGY,13F,09/30/2020,,22.5
Rhythm pharmaceuticals inc,RYTM,"",90854.0,2023000.0,0.00033856,0.0004,3213,-5017.0,-5.233074,reduction,0.2055300,Q4 2017,HEALTH CARE,13F,09/30/2020,26.69,34.26
Dynex capital inc,DX,"",133036.0,2022000.0,0.000338392,0.0004,3214,4946.0,3.861347,addition,0.5748035,Q4 2015,REAL ESTATE,13F,09/30/2020,14.4879,17.92
Silvercorp metals inc com,SVMLF,"",273854.0,2021000.0,0.000338225,0.0006,3215,-352768.0,-56.296779,reduction,N/A,Q2 2017,MATERIALS,13F,09/30/2020,,
Granite point mortgage trust inc,GPMT,"",282480.0,2020000.0,0.000338058,0.0001,3216,177115.0,168.096617,addition,0.5116920,Q4 2017,FINANCE,13F,09/30/2020,8.1568,9.72
Accenture plc,ACN,PUT,9000.0,2017000.0,0.000337556,0.0004,3217,0.0,0.0,,N/A,Q4 2016,INFORMATION TECHNOLOGY,13F,09/30/2020,,253.65
Hamilton lane inc,HLNE,"",31898.0,2017000.0,0.000337556,0.0093,3218,-681491.0,-95.528667,reduction,0.0913704,Q1 2017,FINANCE,13F,09/30/2020,66.61,81.96
Ryder system inc.,R,"",49016.0,2013000.0,0.000336886,0.0025,3219,-300568.0,-85.978763,reduction,0.0909571,Q1 2001,TRANSPORTS,13F,09/30/2020,40.58,67.46
Allegheny technologies inc,ATI,"",229323.0,2004000.0,0.00033538,0.0004,3220,44046.0,23.773053,addition,0.1808307,Q1 2001,MATERIALS,13F,09/30/2020,18.7626,18.45
Proshares ultra vix short term futures e,UVXY,"",100000.0,2003000.0,0.000335213,,3221,100000.0,,new,No Data,Q4 2018,FINANCE,13F,09/30/2020,19.92,10.9
Forward air corp,FWRD,"",34384.0,1994000.0,0.000333706,0.0004,3222,-9116.0,-20.956322,reduction,0.1249975,Q1 2001,TRANSPORTS,13F,09/30/2020,62.01,80.03
Whitestone reit,WSR,"",332334.0,1994000.0,0.000333706,0.0004,3223,19314.0,6.170213,addition,0.7846530,Q4 2015,REAL ESTATE,13F,09/30/2020,9.0046,8.44
Avis budget group inc. (cuc international - cendant),CAR,"",77034.0,1989000.0,0.00033287,0.0003,3224,18604.0,31.839808,addition,0.1105486,Q2 2007,TRANSPORTS,13F,09/30/2020,21.5794,38.99
Workday inc,WDAY,CALL,9000.0,1987000.0,0.000332535,0.0078,3225,-207900.0,-95.850622,reduction,N/A,Q2 2020,COMMUNICATIONS,13F,09/30/2020,,222.56
Gannett co inc. (new media investment group),GCI,"",1481318.0,1984000.0,0.000332033,0.0004,3226,-171657.0,-10.384731,reduction,1.0748676,Q4 2017,COMMUNICATIONS,13F,09/30/2020,7.51,3.97
Urogen pharma ltd,URGN,"",102658.0,1984000.0,0.000332033,0.0006,3227,-10379.0,-9.181949,reduction,0.4646619,Q2 2019,HEALTH CARE,13F,09/30/2020,32.54,20.03
Universal insurance holdings inc,UVE,"",144906.0,1983000.0,0.000331866,0.0002,3228,91987.0,173.826036,addition,0.4624549,Q2 2013,FINANCE,13F,09/30/2020,16.9624,15.41
Deciphera pharmaceuticals inc,DCPH,CALL,40000.0,1982000.0,0.000331698,0.0005,3229,0.0,0.0,,N/A,Q4 2019,HEALTH CARE,13F,09/30/2020,,50.07
Winmark corp,WINA,"",11669.0,1978000.0,0.000331029,0.0008,3230,-12201.0,-51.11437,reduction,0.3119807,Q4 2016,FINANCE,13F,09/30/2020,138.91,183.0
Teradata corp.,TDC,"",86515.0,1974000.0,0.000330359,0.0003,3231,4726.0,5.778283,addition,0.0791537,Q4 2007,INFORMATION TECHNOLOGY,13F,09/30/2020,37.5424,25.47
Yrc worldwide inc.,YRCW,PUT,513700.0,1962000.0,0.000328351,0.0002,3232,0.0,0.0,,N/A,Q4 2018,TRANSPORTS,13F,09/30/2020,,5.19
Gfl environmental inc. 6.00% tangible equity units due 03/15/2023,GFLU,"",36800.0,1962000.0,0.000328351,0.0009,3233,-63200.0,-63.2,reduction,N/A,Q1 2020,INDUSTRIALS,13F,09/30/2020,45.79,71.94
Ezcorp inc class a non-voting shares,EZPW,"",388395.0,1961000.0,0.000328184,0.0005,3234,-22963.0,-5.582242,reduction,0.7421629,Q2 2006,FINANCE,13F,09/30/2020,5.99,4.68
Cheniere energy inc,LNG,PRN,2544417.0,1952000.0,0.000326678,0.0004,3235,-200449.0,-7.302688,reduction,N/A,Q1 2015,ENERGY,13F,09/30/2020,,66.27
Amerisafe inc,AMSF,"",34084.0,1949000.0,0.000326175,0.0008,3236,-35945.0,-51.328735,reduction,0.1763173,Q2 2007,FINANCE,13F,09/30/2020,61.07,58.0
Vanguard s&p mid-cap 400 growth etf,IVOG,"",13179.0,1949000.0,0.000326175,0.0004,3237,0.0,0.0,,No Data,Q3 2017,FINANCE,13F,09/30/2020,129.49,188.12
Amc entertainment holdings inc,AMC,"",400604.0,1947000.0,0.000325841,0.0002,3238,161016.0,67.205369,addition,0.2438269,Q1 2014,CONSUMER DISCRETIONARY,13F,09/30/2020,9.357,2.33
Provident bancorp inc,PVBC,"",250691.0,1946000.0,0.000325673,0.0004,3239,-25885.0,-9.359091,reduction,1.2905492,Q4 2016,FINANCE,13F,09/30/2020,8.82,11.91
Glu mobile inc,GLUU,"",254455.0,1939000.0,0.000324502,0.0006,3240,-67507.0,-20.967381,reduction,0.1479406,Q1 2016,INFORMATION TECHNOLOGY,13F,09/30/2020,7.77,8.97
Tompkins financial corp. (ithaca  ny),TMP,"",34369.0,1939000.0,0.000324502,0.0004,3241,-1276.0,-3.579745,reduction,0.2301835,Q4 2005,FINANCE,13F,09/30/2020,77.31,75.73
Cm life sciences  inc.,CMLFU,"",184080.0,1929000.0,0.000322828,,3242,184080.0,,new,0.5259429,Q3 2020,FINANCE,13F,09/30/2020,10.47,12.74
Inogen inc,INGN,"",66003.0,1924000.0,0.000321992,0.0006,3243,-20079.0,-23.325434,reduction,0.2984178,Q1 2014,HEALTH CARE,13F,09/30/2020,52.92,43.97
Arcos dorados holdings inc,ARCO,"",467755.0,1922000.0,0.000321657,0.0002,3244,184819.0,65.32184,addition,0.3675425,Q1 2015,CONSUMER DISCRETIONARY,13F,09/30/2020,3.6766,5.2
Cim commercial trust corp,CMCT,"",203529.0,1921000.0,0.00032149,0.0004,3245,-1382.0,-0.674439,reduction,1.3726538,Q3 2017,REAL ESTATE,13F,09/30/2020,15.91,13.85
Mesoblast ltd,MESO,PUT,100000.0,1919000.0,0.000321155,,3246,100000.0,,new,N/A,Q3 2020,HEALTH CARE,13F,09/30/2020,,9.72
Mesoblast ltd,MESO,"",100000.0,1919000.0,0.000321155,,3247,100000.0,,new,0.0850938,Q3 2019,HEALTH CARE,13F,09/30/2020,18.59,9.72
Nabors industries ltd.,NBR,"",76285.0,1917000.0,0.00032082,0.0002,3248,42736.0,127.383827,addition,1.0458575,Q3 2002,ENERGY,13F,09/30/2020,758.4676,65.14
Compugen ltd,CGEN,"",117316.0,1915000.0,0.000320485,0.0004,3249,-6139.0,-4.972662,reduction,0.1418672,Q4 2019,HEALTH CARE,13F,09/30/2020,15.02,13.01
Rpt realty,RPT,"",349786.0,1913000.0,0.000320151,0.0004,3250,74759.0,27.182422,addition,0.4320378,Q4 2005,REAL ESTATE,13F,09/30/2020,9.104,9.49
Luther burbank corp,LBC,"",231236.0,1913000.0,0.000320151,0.0005,3251,-20410.0,-8.1106,reduction,0.4412062,Q1 2018,FINANCE,13F,09/30/2020,10.94,10.19
Interface inc,TILE,"",309278.0,1911000.0,0.000319816,0.0005,3252,-19175.0,-5.837974,reduction,0.5271536,Q2 2015,CONSUMER DISCRETIONARY,13F,09/30/2020,10.59,10.92
Materion corp,MTRN,"",36625.0,1910000.0,0.000319649,0.0006,3253,-14113.0,-27.815444,reduction,0.1801768,Q4 2016,MATERIALS,13F,09/30/2020,39.8,68.21
Spx corp,SPXC,"",41619.0,1909000.0,0.000319481,0.0005,3254,-19338.0,-31.724002,reduction,0.0929342,Q1 2001,INDUSTRIALS,13F,09/30/2020,30.6,57.31
Precigen inc. (intrexon),PGEN,"",537846.0,1903000.0,0.000318477,0.0003,3255,202820.0,60.538585,addition,0.2898853,Q3 2013,HEALTH CARE,13F,09/30/2020,4.4966,8.01
Enstar group ltd,ESGR,"",11834.0,1902000.0,0.00031831,0.0003,3256,561.0,4.976493,addition,0.0637461,Q2 2015,FINANCE,13F,09/30/2020,178.4657,215.36
Vanguard s&p mid-cap 400 etf,IVOO,"",15228.0,1902000.0,0.00031831,0.0002,3257,8130.0,114.539307,addition,No Data,Q4 2018,FINANCE,13F,09/30/2020,117.2804,163.44
Trustco bank corp (ny),TRST,"",359793.0,1899000.0,0.000317808,0.0004,3258,19644.0,5.775116,addition,0.3731029,Q1 2001,FINANCE,13F,09/30/2020,7.7915,7.22
Patterson-uti energy inc,PTEN,"",651406.0,1896000.0,0.000317306,0.0011,3259,-1063472.0,-62.014441,reduction,0.3474281,Q3 2002,ENERGY,13F,09/30/2020,16.36,6.59
Comtech telecommunications corp.,CMTL,"",134729.0,1893000.0,0.000316804,0.0006,3260,-49332.0,-26.801984,reduction,0.5386832,Q2 2004,INFORMATION TECHNOLOGY,13F,09/30/2020,23.4,22.06
Americas car mart inc.,CRMT,"",22051.0,1872000.0,0.000313289,0.0003,3261,3605.0,19.543532,addition,0.3328630,Q4 2015,CONSUMER DISCRETIONARY,13F,09/30/2020,73.2022,121.99
