Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Owl rock capital corp,ORCC,"",1717338.0,20711000.0,0.000761779,0.0,2840,1645619.0,2294.537013,addition,0.4403807,Q3 2019,FINANCE,13F,09/30/2020,12.2767,13.24
Peapack-gladstone financial corp,PGC,"",1365932.0,20692000.0,0.00076108,0.001,2841,92642.0,7.275797,addition,7.2033568,Q2 2012,FINANCE,13F,09/30/2020,28.9928,26.51
Wave life sciences ltd,WVE,"",2337934.0,20620577.88,0.000758453,0.0008,2842,-116804.0,-4.758308,reduction,4.7930264,,HEALTH CARE,13G,11/30/2020,,9.13
Sutro biopharma inc,STRO,"",2047563.0,20579000.0,0.000756923,0.0003,2843,1087322.0,113.234282,addition,4.4895546,Q3 2018,HEALTH CARE,13F,09/30/2020,10.4252,27.03
Pdc energy corp.,PDCE,PRN,21683000.0,20563000.0,0.000756335,0.0008,2844,0.0,0.0,,N/A,Q2 2018,ENERGY,13F,09/30/2020,,24.23
Ranpak holdings corp,PACK,"",2145515.0,20425000.0,0.000751259,0.0006,2845,127966.0,6.342646,addition,N/A,Q4 2019, ,13F,09/30/2020,,
Prevail therapeutics inc,PRVL,"",2005360.0,20415000.0,0.000750891,0.0009,2846,559017.0,38.650375,addition,5.8554020,Q2 2019,HEALTH CARE,13F,09/30/2020,12.6034,22.93
Financial institutions  inc.,FISI,"",1323629.0,20385000.0,0.000749788,0.0011,2847,-92886.0,-6.557361,reduction,8.2529670,Q2 2011,FINANCE,13F,09/30/2020,31.0,24.63
Egain corp,EGAN,"",1438401.0,20382000.0,0.000749678,0.0006,2848,61100.0,4.436213,addition,4.6506415,Q1 2017,INFORMATION TECHNOLOGY,13F,09/30/2020,12.8486,11.34
Jfrog ltd.,FROG,"",240386.0,20349000.0,0.000748464,,2849,240386.0,,new,N/A,Q3 2020,INFORMATION TECHNOLOGY,13F,09/30/2020,84.65,59.65
Whiting petroleum ord shs,WLL,"",1172300.0,20268000.0,0.000745484,,2850,1172300.0,,new,N/A,Q3 2020, ,13F,09/30/2020,,
Acutus medical  inc.,AFIB,"",679986.0,20263000.0,0.000745301,,2851,679986.0,,new,2.4419449,Q3 2020,HEALTH CARE,13F,09/30/2020,29.8,23.66
Cambridge bancorp,CATC,"",380879.0,20247000.0,0.000744712,0.0009,2852,-5928.0,-1.532547,reduction,5.4974476,Q2 2018,FINANCE,13F,09/30/2020,75.25,75.38
Ishares msci eafe value etf,EFV,"",500796.0,20207000.0,0.000743241,0.0008,2853,6719.0,1.359909,addition,No Data,Q4 2015,FINANCE,13F,09/30/2020,44.9179,48.74
Manitowoc co. inc.,MTW,"",2402084.0,20201000.0,0.00074302,0.0011,2854,-77829.0,-3.138376,reduction,6.9507545,Q3 2008,INDUSTRIALS,13F,09/30/2020,201.84,14.87
Neophotonics corp,NPTN,"",3308679.0,20149000.0,0.000741108,0.0012,2855,-59772.0,-1.774465,reduction,6.5980317,Q2 2015,INFORMATION TECHNOLOGY,13F,09/30/2020,8.3,11.58
Ishares esg advanced total usd bond market etf,EUSB,"",400010.0,20071301.77,0.00073825,,2856,0.0,0.0,,No Data,,FINANCE,13G,10/31/2020,,50.295
Universal logistics holdings inc,ULH,"",956698.0,19956000.0,0.000734009,0.0007,2857,5309.0,0.558026,addition,3.5548357,Q1 2016,TRANSPORTS,13F,09/30/2020,21.9539,22.7
Tata motors ltd adr,TTM,"",2192300.0,19929000.0,0.000733016,0.0006,2858,-163108.0,-6.92483,reduction,0.3046997,Q3 2011,INDUSTRIALS,13F,09/30/2020,22.95,17.56
Passage bio  inc.,PASG,"",1513269.0,19839000.0,0.000729705,0.0015,2859,106455.0,7.567098,addition,3.3233328,Q1 2020,HEALTH CARE,13F,09/30/2020,21.5884,28.24
Quotient ltd,QTNT,"",3851892.0,19799000.0,0.000728234,0.0009,2860,672475.0,21.15089,addition,3.8129345,Q2 2019,HEALTH CARE,13F,09/30/2020,7.0467,6.06
Clarus corp,CLAR,"",1394618.0,19692000.0,0.000724298,0.0006,2861,138766.31,11.049578,addition,4.4896300,Q1 2017,FINANCE,13F,09/30/2020,8.7188,15.69
Napco security technologies  inc.,NSSC,"",837767.0,19687000.0,0.000724114,0.0008,2862,-8540.0,-1.00909,reduction,4.5661469,Q1 2017,INFORMATION TECHNOLOGY,13F,09/30/2020,11.13,28.65
Vera bradley inc,VRA,"",3204980.0,19583000.0,0.000720289,0.0006,2863,-183735.0,-5.421967,reduction,9.5915874,Q1 2011,CONSUMER DISCRETIONARY,13F,09/30/2020,10.23,8.04
Citizens inc.  class a,CIA,"",3528116.0,19547000.0,0.000718965,0.0008,2864,-20563.0,-0.579455,reduction,7.1248762,Q2 2011,FINANCE,13F,09/30/2020,7.42,6.05
Optimizerx corp,OPRX,"",937096.0,19538000.0,0.000718634,0.0005,2865,-27133.0,-2.813958,reduction,6.2023824,Q4 2018,COMMUNICATIONS,13F,09/30/2020,14.7,39.54
Microchip technology inc,MCHP,PRN,11121000.0,19451000.0,0.000715434,0.0011,2866,-4220000.0,-27.507985,reduction,N/A,Q4 2016,INFORMATION TECHNOLOGY,13F,09/30/2020,,148.56
Headhunter group plc,HHR,"",794546.0,19451000.0,0.000715434,0.0,2867,792450.0,37807.729008,addition,1.5790536,Q2 2019,COMMUNICATIONS,13F,09/30/2020,24.4584,28.89
Ciig merger corp.,CIIC,"",1940625.0,19445000.0,0.000715213,,2868,1940625.0,,new,7.5000000,Q3 2020,FINANCE,13F,09/30/2020,10.02,29.97
Gladstone land corp,LAND,"",1292906.0,19418000.0,0.00071422,0.0008,2869,34439.0,2.736583,addition,5.3642197,Q1 2017,CONSUMER STAPLES,13F,09/30/2020,12.4503,15.49
Oric pharmaceuticals  inc.,ORIC,"",774207.0,19363000.0,0.000712197,0.0012,2870,-94734.0,-10.902236,reduction,2.1751673,Q2 2020,HEALTH CARE,13F,09/30/2020,33.73,36.09
Harpoon therapeutics inc,HARP,"",1133972.0,19267000.0,0.000708666,0.0007,2871,132857.0,13.270903,addition,4.4679146,Q1 2019,HEALTH CARE,13F,09/30/2020,13.5999,23.4
Kala pharmaceuticals inc,KALA,"",2567236.0,19254000.0,0.000708188,0.0012,2872,-246704.0,-8.767209,reduction,4.5794545,Q3 2017,HEALTH CARE,13F,09/30/2020,11.83,7.49
Callon petroleum co. (1994),CPE,"",3991941.0,19242000.0,0.000707747,0.0018,2873,137710.1,3.572959,addition,10.0419438,Q2 2011,ENERGY,13F,09/30/2020,7460.2409,15.5
Pmv pharmaceuticals  inc.,PMVP,"",542038.0,19242000.0,0.000707747,,2874,542038.0,,new,1.2106156,Q3 2020,HEALTH CARE,13F,09/30/2020,35.5,44.27
Nebula acquisition corp,LPRO,"",754079.0,19229000.0,0.000707269,,2875,754079.0,,new,0.6520360,Q3 2020,FINANCE,13F,09/30/2020,25.5,38.15
Ufp technologies inc.,UFPT,"",464247.0,19228000.0,0.000707232,0.0008,2876,11420.0,2.521934,addition,6.1942679,Q2 2016,MATERIALS,13F,09/30/2020,30.6906,47.7
Alphatec holdings inc,ATEC,"",2884317.0,19152000.0,0.000704436,0.0006,2877,-84418.0,-2.843568,reduction,3.6777901,Q1 2017,HEALTH CARE,13F,09/30/2020,4.67,14.25
Luxfer holdings plc,LXFR,"",1524653.0,19134000.0,0.000703774,0.0009,2878,6574.0,0.433047,addition,5.5196855,Q4 2018,MATERIALS,13F,09/30/2020,23.2536,17.31
Viemed healthcare inc,VMD,"",2203272.0,19036000.0,0.00070017,0.0007,2879,401037.0,22.252204,addition,5.6284628,Q1 2020,HEALTH CARE,13F,09/30/2020,9.4089,8.41
Landec corp.,LNDC,"",1939955.0,18858000.0,0.000693623,0.0006,2880,-50193.0,-2.522074,reduction,6.6157790,Q2 2011,MATERIALS,13F,09/30/2020,12.11,10.83
Montrose environmental group  inc.,MEG,"",791276.0,18848000.0,0.000693255,,2881,791276.0,,new,N/A,Q3 2020,INDUSTRIALS,13F,09/30/2020,23.82,40.48
Chicos fas inc,CHS,"",19378486.0,18846000.0,0.000693181,0.001,2882,966318.0,5.248258,addition,16.1599190,Q2 2008,CONSUMER DISCRETIONARY,13F,09/30/2020,11.26,1.94
Vse corp.,VSEC,"",613064.0,18785000.0,0.000690938,0.0008,2883,-15745.0,-2.50394,reduction,5.5475905,Q2 2011,INDUSTRIALS,13F,09/30/2020,40.7,40.85
Meiragtx holdings plc,MGTX,"",1418668.0,18783000.0,0.000690864,0.0007,2884,-44934.0,-3.070097,reduction,3.2679044,Q3 2018,HEALTH CARE,13F,09/30/2020,18.03,16.36
Longview acquisition corp.,LGVW.U,"",1850000.0,18777000.0,0.000690643,0.0007,2885,0.0,0.0,,N/A,Q2 2020,FINANCE,13F,09/30/2020,10.1,21.99
Hingham institution for savings,HIFS,"",102021.0,18771000.0,0.000690423,0.0007,2886,-842.0,-0.818564,reduction,4.7742524,Q1 2016,FINANCE,13F,09/30/2020,185.53,228.58
Ies holdings inc. (integrated electrical services inc.),IESC,"",590652.0,18766000.0,0.000690239,0.0004,2887,133744.0,29.271538,addition,2.8470681,Q2 2016,INDUSTRIALS,13F,09/30/2020,21.4893,47.97
Willdan group inc,WLDN,"",734952.0,18748000.0,0.000689577,0.0007,2888,-10566.0,-1.41727,reduction,6.0870888,Q4 2016,INDUSTRIALS,13F,09/30/2020,32.26,48.87
Change healthcare inc units,CHNGU,"",349665.0,18679000.0,0.000687039,0.0005,2889,36176.0,11.539799,addition,6.9933000,Q3 2019,INFORMATION TECHNOLOGY,13F,09/30/2020,48.8297,81.07
Invesco s&p 500 equal weight etf,RSP,"",172322.0,18630000.0,0.000685237,0.0007,2890,1244.0,0.727154,addition,No Data,Q4 2015,FINANCE,13F,09/30/2020,95.2336,131.22
Ishares core msci europe etf,IEUR,"",415353.0,18570000.0,0.00068303,0.0007,2891,-7348.0,-1.738345,reduction,No Data,Q4 2015,FINANCE,13F,09/30/2020,49.28,52.18
Midwestone financial group inc,MOFG,"",1033228.0,18463000.0,0.000679094,0.0008,2892,951.0,0.092126,addition,6.4190308,Q2 2012,FINANCE,13F,09/30/2020,30.2786,26.99
Orbcomm inc,ORBC,"",5425495.0,18448000.0,0.000678542,0.0009,2893,-205781.0,-3.654252,reduction,6.9544458,Q2 2014,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,9.51,8.32
Fortress biotech inc,FBIO,"",4559127.0,18419000.0,0.000677476,0.0004,2894,567911.0,14.229022,addition,4.8090377,Q2 2016,HEALTH CARE,13F,09/30/2020,2.9457,3.37
State auto financial corp,STFC,"",1336700.0,18392000.0,0.000676483,0.0009,2895,50804.0,3.950864,addition,3.0491972,Q2 2011,FINANCE,13F,09/30/2020,27.8051,18.61
Byline bancorp inc,BY,"",1627807.0,18363000.0,0.000675416,0.0009,2896,-37177.0,-2.232874,reduction,4.2188762,Q3 2017,FINANCE,13F,09/30/2020,20.55,16.24
Equity bancshares inc,EQBK,"",1184257.0,18356000.0,0.000675159,0.0007,2897,110458.0,10.286655,addition,7.9729225,Q1 2016,FINANCE,13F,09/30/2020,30.6333,23.86
Ishares edge msci intl value factor etf,IVLU,"",936668.0,18331000.0,0.000674239,0.0007,2898,2397.0,0.256564,addition,No Data,Q3 2019,FINANCE,13F,09/30/2020,22.3329,23.68
Blue bird corp,BLBD,"",1504552.0,18296000.0,0.000672952,0.0009,2899,3368.0,0.224356,addition,5.5610036,Q1 2016,INDUSTRIALS,13F,09/30/2020,19.8128,22.39
Penn virginia corp,PVAC,"",1856673.0,18289000.0,0.000672694,0.0008,2900,-163356.0,-8.086815,reduction,12.2146044,Q1 2017,ENERGY,13F,09/30/2020,59.71,12.35
Eiger biopharmaceuticals inc,EIGR,"",2246190.0,18283000.0,0.000672473,0.0008,2901,278614.0,14.160266,addition,6.9046207,Q2 2016,HEALTH CARE,13F,09/30/2020,10.4876,11.02
Digimarc corp,DMRC,"",816420.0,18231000.0,0.000670561,0.0005,2902,-11807.0,-1.425575,reduction,4.9438579,Q2 2011,INFORMATION TECHNOLOGY,13F,09/30/2020,28.68,44.88
Titan machinery inc,TITN,"",1377470.0,18223000.0,0.000670267,0.0006,2903,-31710.0,-2.250245,reduction,6.1069350,Q4 2010,INDUSTRIALS,13F,09/30/2020,15.35,22.28
Akoustis technologies inc,AKTS,"",2232637.0,18218000.0,0.000670083,0.0007,2904,166854.0,8.077034,addition,5.7798689,Q2 2017,INFORMATION TECHNOLOGY,13F,09/30/2020,6.7443,13.11
Atlantic capital bancshares inc,ACBI,"",1604502.0,18211000.0,0.000669825,0.0008,2905,-52936.0,-3.193845,reduction,7.7216167,Q2 2016,FINANCE,13F,09/30/2020,18.59,17.43
Nve corp,NVEC,"",370924.0,18205000.0,0.000669605,0.0009,2906,-12305.0,-3.210874,reduction,7.6744506,Q4 2010,INFORMATION TECHNOLOGY,13F,09/30/2020,82.94,63.7
The lovesac co,LOVE,"",656796.0,18200000.0,0.000669421,0.0007,2907,14641.0,2.279979,addition,4.4731310,Q3 2018,CONSUMER DISCRETIONARY,13F,09/30/2020,24.0338,48.88
Merchants bancorp,MBIN,"",922552.0,18183000.0,0.000668795,0.0007,2908,-7582.0,-0.815151,reduction,3.2093661,Q4 2017,FINANCE,13F,09/30/2020,22.18,30.55
Del taco restaurants inc,TACO,"",2209906.0,18121000.0,0.000666515,0.0005,2909,-2961.0,-0.133808,reduction,5.9207772,Q2 2016,CONSUMER DISCRETIONARY,13F,09/30/2020,12.42,9.94
Shotspotter inc,SSTI,"",583647.0,18117000.0,0.000666368,0.0006,2910,8414.0,1.462712,addition,5.1010238,Q3 2017,INFORMATION TECHNOLOGY,13F,09/30/2020,41.6843,46.35
Aurinia pharmaceuticals inc,AUPH,"",1226284.0,18063000.0,0.000664382,0.0008,2911,50458.0,4.291281,addition,0.9688736,Q4 2017,HEALTH CARE,13F,09/30/2020,7.9797,13.31
Romeo power inc,RMO,"",1686667.0,18030000.0,0.000663168,,2912,1686667.0,,new,7.3333348,Q3 2020,FINANCE,13F,09/30/2020,10.69,22.08
Angi homeservices inc,ANGI,"",1624272.0,18021000.0,0.000662837,0.0008,2913,2579.0,0.159031,addition,2.0840509,Q4 2011,COMMUNICATIONS,13F,09/30/2020,15.1336,11.98
Spdr s&p midcap 400 etf,MDY,"",53166.0,18015000.0,0.000662616,0.0004,2914,23631.0,80.010157,addition,No Data,Q1 2015,FINANCE,13F,09/30/2020,334.7302,441.24
Northwest pipe co.,NWPX,"",680077.0,17995000.0,0.00066188,0.0007,2915,-586.0,-0.086093,reduction,6.9357133,Q4 2016,MATERIALS,13F,09/30/2020,17.12,31.53
Invesco senior loan etf,BKLN,"",825671.0,17950000.0,0.000660225,0.0017,2916,-1153419.0,-58.28027,reduction,No Data,Q4 2015,FINANCE,13F,09/30/2020,22.79,22.42
Exterran corp,EXTN,"",4309988.0,17930000.0,0.00065949,0.001,2917,-362354.0,-7.755297,reduction,13.0105088,Q4 2015,ENERGY,13F,09/30/2020,30.57,4.9
Nrg energy inc,NRG,PRN,17277000.0,17894000.0,0.000658166,0.0007,2918,0.0,0.0,,N/A,Q2 2019,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,,40.82
Avid technology inc,AVID,"",2088503.0,17878000.0,0.000657577,0.0006,2919,-69359.0,-3.214246,reduction,4.7242521,Q2 2015,INFORMATION TECHNOLOGY,13F,09/30/2020,5.24,16.27
Smiledirectclub inc,SDC,"",1528167.0,17849000.0,0.00065651,0.0008,2920,-1012511.0,-39.852,reduction,1.3458488,Q3 2019,HEALTH CARE,13F,09/30/2020,11.42,11.42
Concert pharmaceuticals inc,CNCE,"",1817454.0,17847000.0,0.000656437,0.0007,2921,-5630.0,-0.308817,reduction,5.9298484,Q3 2015,HEALTH CARE,13F,09/30/2020,17.63,11.85
West bancorporation inc,WTBA,"",1126388.0,17842000.0,0.000656253,0.0008,2922,-8920.0,-0.78569,reduction,6.8393308,Q3 2011,FINANCE,13F,09/30/2020,22.75,20.99
Caesarstone ltd,CSTE,"",1813872.0,17777000.0,0.000653862,0.0008,2923,89727.0,5.204145,addition,5.2675402,Q4 2015,INDUSTRIALS,13F,09/30/2020,29.2669,13.03
Golden entertainment inc,GDEN,"",1283918.0,17756000.0,0.00065309,0.0004,2924,21640.0,1.714361,addition,4.5560478,Q2 2016,CONSUMER DISCRETIONARY,13F,09/30/2020,20.1418,19.45
Intelligent systems corp,INS,"",455407.0,17750000.0,0.000652869,0.0006,2925,875.0,0.192506,addition,5.1001034,Q1 2017,INFORMATION TECHNOLOGY,13F,09/30/2020,29.0292,40.51
Daseke inc,DSKE,"",3298834.0,17714000.0,0.000651545,0.0005,2926,-60442.0,-1.799257,reduction,5.0733205,Q1 2017,TRANSPORTS,13F,09/30/2020,9.31,5.88
Calithera biosciences inc,CALA,"",5127368.0,17690000.0,0.000650662,0.0011,2927,-23547.0,-0.457142,reduction,7.2668108,Q1 2017,HEALTH CARE,13F,09/30/2020,8.71,3.33
Carparts.com inc,PRTS,"",1631129.0,17633000.0,0.000648566,0.0006,2928,-15791.0,-0.95882,reduction,3.4033800,Q1 2017,CONSUMER DISCRETIONARY,13F,09/30/2020,8.39,13.01
Select energy services inc,WTTR,"",4574773.0,17566000.0,0.000646101,0.001,2929,-316140.0,-6.463824,reduction,5.2690112,Q2 2017,ENERGY,13F,09/30/2020,13.08,5.86
Verso corp,VRS,"",2225406.0,17557000.0,0.00064577,0.0012,2930,-277448.0,-11.085265,reduction,6.5990478,Q1 2017,MATERIALS,13F,09/30/2020,10.18,12.54
Retail value inc,RVI,"",1396413.0,17552000.0,0.000645586,0.0006,2931,102188.0,7.89569,addition,7.0421827,Q3 2018,REAL ESTATE,13F,09/30/2020,30.3186,15.74
Ultrapar participacoes sa adr,UGP,"",5130613.0,17548000.0,0.000645439,0.0007,2932,-68591.0,-1.31926,reduction,0.4715459,Q1 2012,ENERGY,13F,09/30/2020,5.28,4.29
Daily journal corp (sc),DJCO,"",71895.0,17399000.0,0.000639959,0.0008,2933,-566.0,-0.78111,reduction,5.2069678,Q1 2016,COMMUNICATIONS,13F,09/30/2020,225.45,335.68
Tidewater inc.,TDW,"",2592956.0,17398000.0,0.000639922,0.0006,2934,-32734.0,-1.246682,reduction,6.3949949,Q3 2007,ENERGY,13F,09/30/2020,59.57,11.51
Ishares edge msci intl size factor etf,ISZE,"",705862.0,17395968.99,0.000639847,0.0007,2935,-42701.0,-5.704396,reduction,No Data,,FINANCE,13G,10/31/2020,,29.862
Lindblad expeditions holdings inc,LIND,"",2043585.0,17392000.0,0.000639701,0.0006,2936,129913.0,6.788676,addition,4.0973983,Q2 2016,CONSUMER DISCRETIONARY,13F,09/30/2020,11.3661,16.83
Ishares focused value factor etf,FOVL,"",442010.0,17342262.35,0.000637872,0.0006,2937,-74990.0,-14.504836,reduction,No Data,,FINANCE,13G,11/30/2020,,46.346
Zymeworks inc,ZYME,"",371702.0,17314000.0,0.000636832,0.0005,2938,8101.0,2.227992,addition,0.8089991,Q1 2020,HEALTH CARE,13F,09/30/2020,35.898,54.68
Ishares short-term national munibond etf,SUB,"",159879.0,17283000.0,0.000635692,0.0005,2939,49192.0,44.442437,addition,No Data,Q4 2015,FINANCE,13F,09/30/2020,106.9508,108.13
Preferred apartment communities inc,APTS,"",3191267.0,17232000.0,0.000633816,0.0011,2940,-310145.0,-8.857712,reduction,6.3952535,Q1 2016,REAL ESTATE,13F,09/30/2020,14.86,7.86
Olympic steel inc,ZEUS,"",1514577.0,17206000.0,0.00063286,0.0007,2941,-18034.0,-1.176685,reduction,13.6757623,Q2 2009,MATERIALS,13F,09/30/2020,18.52,15.11
Utah medical products  inc.,UTMD,"",215344.0,17198000.0,0.000632566,0.0008,2942,-5867.0,-2.652219,reduction,5.9153890,Q1 2016,HEALTH CARE,13F,09/30/2020,74.08,88.79
Applied therapeutics inc,APLT,"",827939.0,17188000.0,0.000632198,0.0012,2943,-3143.0,-0.378182,reduction,3.6816792,Q2 2019,HEALTH CARE,13F,09/30/2020,31.59,21.89
Greensky inc,GSKY,"",3867915.0,17174000.0,0.000631683,0.0008,2944,11891.0,0.308375,addition,5.0616185,Q2 2018,INFORMATION TECHNOLOGY,13F,09/30/2020,8.3978,4.97
Consol energy inc,CEIX,"",3870773.0,17147000.0,0.00063069,0.0008,2945,-61979.0,-1.57597,reduction,14.8667967,Q4 2017,ENERGY,13F,09/30/2020,38.87,9.53
Affimed n.v.,AFMD,"",5049415.0,17118000.0,0.000629623,0.0009,2946,296252.0,6.232734,addition,5.1461799,Q2 2019,HEALTH CARE,13F,09/30/2020,2.9664,6.88
Lyondellbasell industries nv,LYB,CALL,241700.0,17038000.0,0.000626681,,2947,241700.0,,new,N/A,Q3 2020,MATERIALS,13F,09/30/2020,,94.91
Anworth mortgage asset corp.,ANH,"",10383050.0,17027000.0,0.000626276,0.0007,2948,518183.0,5.252813,addition,10.4630290,Q4 2009,REAL ESTATE,13F,09/30/2020,5.1363,2.52
The joint corp,JYNT,"",973594.0,16931000.0,0.000622745,0.0006,2949,56876.0,6.204307,addition,6.9338642,Q1 2017,HEALTH CARE,13F,09/30/2020,17.3994,28.33
Wideopenwest inc,WOW,"",3259597.0,16918000.0,0.000622267,0.0007,2950,107833.0,3.421354,addition,3.7533494,Q3 2017,CONSUMER DISCRETIONARY,13F,09/30/2020,8.7289,11.23
Turtle beach corporation,HEAR,"",929258.0,16912000.0,0.000622046,0.0006,2951,-20245.0,-2.132168,reduction,6.1185406,Q1 2017,INFORMATION TECHNOLOGY,13F,09/30/2020,14.46,21.66
Hometrust bancshares inc,HTBI,"",1244936.0,16904000.0,0.000621752,0.0008,2952,-17004.0,-1.347449,reduction,7.3142365,Q1 2016,FINANCE,13F,09/30/2020,24.05,20.82
Waitr holdings inc,WTRH,"",5241177.0,16876000.0,0.000620722,0.0005,2953,494884.0,10.426748,addition,4.7218677,Q1 2019,FINANCE,13F,09/30/2020,5.5111,3.06
Alpha and omega semiconductor ltd,AOSL,"",1311432.0,16813000.0,0.000618405,0.0006,2954,-9899.0,-0.749169,reduction,5.1454100,Q1 2016,INFORMATION TECHNOLOGY,13F,09/30/2020,17.04,28.37
Bel fuse  inc. class b,BELFB,"",1560702.0,16668000.0,0.000613072,0.0007,2955,-25343.0,-1.597874,reduction,15.2795008,Q2 2011,INFORMATION TECHNOLOGY,13F,09/30/2020,24.76,16.38
Amc entertainment holdings inc,AMC,"",3901659.0,16660083.93,0.00061278,0.0006,2956,227240.0,6.184379,addition,2.3747377,,CONSUMER DISCRETIONARY,13G,11/30/2020,,2.33
Cadiz inc.,CDZI,"",1676757.0,16649000.0,0.000612373,0.0006,2957,77402.0,4.839576,addition,4.7173989,Q1 2017,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,12.2192,11.01
Cassava sciences inc,SAVA,"",1445297.0,16636000.0,0.000611895,0.0002,2958,-22278.0,-1.518014,reduction,N/A,Q1 2019, ,13F,09/30/2020,,
Great ajax corp,AJX,"",2005786.0,16629000.0,0.000611637,0.0007,2959,51063.0,2.612288,addition,8.7077686,Q1 2015,REAL ESTATE,13F,09/30/2020,12.8801,10.58
Ishares currency hedged msci eurozon etf,HEZU,"",596299.0,16607000.0,0.000610828,0.0007,2960,-4943.0,-0.822132,reduction,No Data,Q2 2015,FINANCE,13F,09/30/2020,23.91,31.79
Levi strauss & co,LEVI,"",1238074.0,16591000.0,0.000610239,0.0005,2961,265062.0,27.241391,addition,1.8628579,Q1 2019,CONSUMER DISCRETIONARY,13F,09/30/2020,18.2255,21.34
Artesian resources corp  class a,ARTNA,"",479148.0,16516000.0,0.000607481,0.0007,2962,-5370.0,-1.108318,reduction,5.6640106,Q1 2016,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,33.9,38.7
Rubius therapeutics inc,RUBY,"",3287427.0,16470000.0,0.000605789,0.0008,2963,-54717.0,-1.637183,reduction,4.0623662,Q3 2018,HEALTH CARE,13F,09/30/2020,17.9,9.48
Farmers national banc corp.,FMNB,"",1504725.0,16432000.0,0.000604391,0.0007,2964,-40038.0,-2.591854,reduction,5.3245045,Q2 2016,FINANCE,13F,09/30/2020,14.2,13.97
Axt inc.,AXTI,"",2681205.0,16408000.0,0.000603508,0.0005,2965,-39874.0,-1.465375,reduction,6.4920218,Q4 2016,INFORMATION TECHNOLOGY,13F,09/30/2020,6.18,11.59
Accuray  inc.,ARAY,"",6833724.0,16401000.0,0.000603251,0.0005,2966,224888.0,3.402838,addition,7.4870694,Q4 2010,HEALTH CARE,13F,09/30/2020,4.4986,4.75
Paratek pharmaceuticals inc,PRTK,"",3030848.0,16398000.0,0.000603141,0.0006,2967,269112.0,9.744306,addition,6.6405958,Q2 2015,HEALTH CARE,13F,09/30/2020,14.267,6.8
Ishares msci canada etf,EWC,"",597770.0,16385000.0,0.000602662,0.0008,2968,-205441.0,-25.577463,reduction,No Data,Q3 2009,FINANCE,13F,09/30/2020,27.34,31.83
Cto realty growth inc.,CTO,"",455962.54,16375000.0,0.000602295,0.0006,2969,1617.28,0.355958,addition,6.2765435,Q2 2013,REAL ESTATE,13F,09/30/2020,54.6633,45.85
Vyne therapeutics inc,VYNE,"",9845389.0,16343000.0,0.000601118,0.0006,2970,1631838.0,19.867631,addition,5.8645869,Q1 2018,HEALTH CARE,13F,09/30/2020,3.8124,1.67
Iteos therapeutics  inc.,ITOS,"",662410.0,16342000.0,0.000601081,,2971,662410.0,,new,1.8901828,Q3 2020,HEALTH CARE,13F,09/30/2020,24.67,35.13
Ternium s.a. adr,TX,"",867450.0,16334000.0,0.000600787,0.0006,2972,-99129.0,-10.255654,reduction,0.4418829,Q2 2016,MATERIALS,13F,09/30/2020,19.68,30.45
Chewy inc,CHWY,PUT,297300.0,16300000.0,0.000599536,0.0005,2973,0.0,0.0,,N/A,Q2 2020,CONSUMER DISCRETIONARY,13F,09/30/2020,,108.11
Descartes systems group inc.,DSGX,"",285735.0,16281000.0,0.000598837,0.0006,2974,-10697.0,-3.608585,reduction,0.3382120,Q4 2018,INFORMATION TECHNOLOGY,13F,09/30/2020,30.71,58.6
Citi trends inc,CTRN,"",650636.0,16253000.0,0.000597807,0.0007,2975,-264914.0,-28.934957,reduction,6.4171855,Q4 2009,CONSUMER DISCRETIONARY,13F,09/30/2020,19.18,61.63
Carrols restaurant group inc,TAST,"",2519561.0,16251000.0,0.000597734,0.0005,2976,-68466.0,-2.64549,reduction,4.8367956,Q2 2015,CONSUMER DISCRETIONARY,13F,09/30/2020,13.62,6.88
Loral space and communications inc,LORL,"",887415.0,16240000.0,0.000597329,0.0007,2977,-54945.0,-5.830574,reduction,4.1415586,Q4 2009,INFORMATION TECHNOLOGY,13F,09/30/2020,39.36,25.9
Cyberoptics corp.,CYBE,"",505883.0,16107000.0,0.000592437,0.0007,2978,-5176.0,-1.012799,reduction,6.9731914,Q4 2016,INFORMATION TECHNOLOGY,13F,09/30/2020,28.4,25.67
Clearfield inc.,CLFD,"",797933.0,16094000.0,0.000591959,0.0005,2979,-10002.0,-1.237971,reduction,5.8456793,Q1 2016,INFORMATION TECHNOLOGY,13F,09/30/2020,16.1,27.34
Sk telecom co.  ltd. adr,SKM,"",716183.0,16057000.0,0.000590598,0.0003,2980,271062.0,60.896251,addition,0.1110173,Q3 2010,UTILITIES AND TELECOMMUNICATIONS,13F,09/30/2020,22.1403,25.04
United states lime & minerals  inc.,USLM,"",178071.0,16044000.0,0.00059012,0.0006,2981,1688.0,0.957008,addition,3.1624677,Q1 2016,MATERIALS,13F,09/30/2020,78.9963,126.77
